title,tvmaze_id,genres,summary,runtime,average_runtime,premiered,language,status,network_country,rating_avg,rating_count,popularity,show_type,cast,characters,crew,episode_count,my_rating,watch_count,year_watched,tmdb_id,overview,tagline,poster_path,backdrop_path,vote_average,vote_count,first_air_date,last_air_date,number_of_seasons,number_of_episodes,processing_status
Chainsaw Man,63451,Anime|Horror|Supernatural,"Denji has a simple dream—to live a happy and peaceful life, spending time with a girl he likes. This is a far cry from reality, however, as Denji is forced by the yakuza into killing devils in order to pay off his crushing debts. Using his pet devil Pochita as a weapon, he is ready to do anything for a bit of cash.",24,24,44845,Japanese,Running,Japan,7.8,,92,Animation,Kikunosuke Toya|Tomori Kusunoki|Shogo Sakata|Ai Fairouz,Denji|Makima|Aki Hayakawa|Power,Ry? Nakayama|Makoto Nakazono|Hiroshi Seko|Kazutaka Sugiyama|Kiyotaka Oshiyama|Kensuke Ushio|MAPPA,12,4,1,2022,114410,"Denji has a simple dream—to live a happy and peaceful life, spending time with a girl he likes. This is a far cry from reality, however, as Denji is forced by the yakuza into killing devils in order to pay off his crushing debts. Using his pet devil Pochita as a weapon, he is ready to do anything for a bit of cash.",He's a devil who doesn't deserve human rights.,https://image.tmdb.org/t/p/w500/yVtx7Xn9UxNJqvG2BkvhCcmed9S.jpg,https://image.tmdb.org/t/p/w500/5DUMPBSnHOZsbBv81GFXZXvDpo6.jpg,8.513,1993,2022-10-12,2022-12-28,1,12,COMPLETE
The Last of Us,46562,Drama|Action|Horror,"Twenty years after modern civilization has been destroyed, Joel, a hardened survivor, is hired to smuggle Ellie, a 14-year-old girl, out of an oppressive quarantine zone. What starts as a small job soon becomes a brutal, heartbreaking journey, as they both must traverse the United States and depend on each other for survival.",,61,44941,English,Running,United States,8.1,,100,Scripted,Bella Ramsey|Pedro Pascal|Gabriel Luna|Isabela Merced|Young Mazino,Ellie Williams|Joel Miller|Tommy Miller|Dina|Jesse,Carolyn Strauss|Greg Spence|Ashley Bell|Timothy A. Good|Rose Lam|David Fleming|David Fleming|John Paino|Guy Bews|Corinne Clark|Jennifer Page|Victoria Thomas|Robin K. Flynn|Robin K. Flynn|Evyen Klean|Barrie Gower|Mark Hartzell|Mark Hartzell|Cindy Mollo|Cindy Mollo|Daniel Mansfield|Maarten Hofmeijer|Jake Staley|Craig Mazin|Craig Mazin|Gustavo Santaolalla|Joel T. Pashby|Eben Bolter|Cynthia Summers|Cecil O'Connor|Cecil O'Connor|Christina Toy|Evan Wells|Asad Qizilbash|Carter Swan|Neil Druckmann|Neil Druckmann|Kosta Orfanidis|Paul C. Domick|Nicolas Lepage|Jane Allison Hooper|Megan Shank|Don Macaulay|Ian Broucek|Callum Webster|Andrew Li|Paul Healy|Kory Orban|Heather Roscorla|Bethan Mowat|Nathan Blackie|Joel Whist|Megan Bayliss|Elizabeth Brown|Chris Roufs|Byron Fudge|Naomi Joy Todd|Brett Robinson|Alex Wang|Ksenia Sereda|Jacqueline Lesko|Alyson Lockwood|Sean Nowlan|Tori Cook|Owen Wright|Eva Schumiatcher|Harrison Yurkiw|Stevo Bedford|Andrew Moreau|Emily Mendez|Juan Luqui|Christine A. Maier|Nadim Carlsen|Esteban Sanchez|Bill Ives,16,4,1,2023,100088,"Twenty years after modern civilization has been destroyed, Joel, a hardened survivor, is hired to smuggle Ellie, a 14-year-old girl, out of an oppressive quarantine zone. What starts as a small job soon becomes a brutal, heartbreaking journey, as they both must traverse the United States and depend on each other for survival.",Every path has a price.,https://image.tmdb.org/t/p/w500/dmo6TYuuJgaYinXBPjrgG9mB5od.jpg,https://image.tmdb.org/t/p/w500/gKSbTwTvdfJYAJyTNOxlpNoiktH.jpg,8.463,6653,2023-01-15,2025-05-25,2,16,COMPLETE
Severance,44933,Drama|Science-Fiction|Mystery,"Mark leads a team of office workers whose memories have been surgically divided between their work and personal lives. When a mysterious colleague appears outside of work, it begins a journey to discover the truth about their jobs.",,49,44610,English,Running,United States,7.6,,100,Scripted,Adam Scott|Tramell Tillman|Britt Lower|Zach Cherry|Jen Tullock|John Turturro|Patricia Arquette|Christopher Walken|Dichen Lachman|Michael Chernus|Sarah Bock,Mark Scout|Seth Milchick|Helly Riggs|Dylan George|Devon Scout-Hale|Irving Bailiff|Harmony Cobel / Mrs. Selvig|Burt Goodman|Ms. Casey|Ricken Lazlo Hale|Miss Huang,John Cameron|Rick Messina|Kari Stringham Drake|Sarah Edwards|Patricia Arquette|Andrew Colville|Adam Scott|Adam Scott|Beau Willimon|Mark Friedman|Adam Countee|Ben Stiller|Chris Black|Caroline Baron|Caroline Baron|Dean Neistat|Jill Footlick|K.C. Perry|Erica Freed Marker|Dan Erickson|Dan Erickson|Rachel Tenner|Jordan Tappis|Samuel Donovan|Sean Fogel|Sean Fogel|Jackie Cohn|Mohamad El Masri|Bob Chefalas|Tyson Bidner|Erin Wagoner|Jacob Ribicoff|Jacob Ribicoff|Jacob Ribicoff|Jessica Lee Gagné|Jessica Lee Gagné|Geoffrey Richman|Geoffrey Richman|Bernadette Mazur|Nicholas Weinstock|Richard Schwartz|Gerry Robert Byrne|George Drakoulias|John Lesher|Wei-Ning Yu|Aoife McArdle|Eric Leven|Theodore Shapiro|Amanda Overton|Felipe Pacheco|Paul Leonardo Jr.|Katie Pruitt|Anna Ouyang Moench|Anna Ouyang Moench|Jeremy Hindle|Bess Fifer|Kristyn MacReady|Gershon Hinkson|Katie Carroll|Matt Lake|Anita Lausevic|Missy Cohen|Sam Zeines|Judy Chin|Amanda Cheng|Diana Dekajlo|Justin Bischoff|Alexandra Vivas|Alex Lemke|Sean FIndley|Jon Carter,19,4.5,1,2023,95396,"Mark leads a team of office workers whose memories have been surgically divided between their work and personal lives. When a mysterious colleague appears outside of work, it begins a journey to discover the truth about their jobs.",There's more to work than life.,https://image.tmdb.org/t/p/w500/pPHpeI2X1qEd1CS1SeyrdhZ4qnT.jpg,https://image.tmdb.org/t/p/w500/ixgFmf1X59PUZam2qbAfskx2gQr.jpg,8.392,2340,2022-02-17,2025-03-20,3,19,COMPLETE
Rocket Boys,60326,Drama|History,"Spanning three crucial decades (1940-60s) in the history of India, the story chronicles the life of three great men responsible for launching India's space and nuclear programs respectively: Dr. Homi J. Bhabha, the architect of India's Nuclear Programme, Dr. Vikram Sarabhai, universally acknowledged as the Father of the Indian Space Programme and Dr. A.P.J. Abdul Kalam, the pioneer of modern Indian aerospace and nuclear technology. The season traces the journey of Bhabha and Sarabhai coming to terms with the challenges facing a young, independent nation and their friendship, sacrifice and determination.",,44,44596,Hindi,Ended,India,8.8,,36,Scripted,Jim Sarbh|Ishwak Singh|Regina Cassandra|Saba Azad|Dibyendu Bhattacharya|Namit Das|Charu Shankar|Rajit Kapur,Homi J. Bhabha|Vikram Sarabhai|Mrinalini Sarabhai|Parvana Irani|Mehbub Syed|Zakaria|Priya|Jawaharlal Nehru,Abhay Pannu|Abhay Pannu|Nikkhil Advani|Roy Kapur Films|Emmay Entertainment,16,4.5,1,2023,138211,"Spanning three crucial decades (1940-60s) in the history of India, the story chronicles the life of three great men responsible for launching India's space and nuclear programs respectively: Dr. Homi J. Bhabha, the architect of India's Nuclear Programme, Dr. Vikram Sarabhai, universally acknowledged as the Father of the Indian Space Programme and Dr. A.P.J. Abdul Kalam, the pioneer of modern Indian aerospace and nuclear technology. The season traces the journey of Bhabha and Sarabhai coming to terms with the challenges facing a young, independent nation and their friendship, sacrifice and determination.",,https://image.tmdb.org/t/p/w500/esNv5JwxVsvu6vZE7bTVeu0mLaA.jpg,https://image.tmdb.org/t/p/w500/kOGM01ZhELmJCxdVObqQbRwXXH3.jpg,8.4,24,2022-02-04,2023-03-17,2,16,COMPLETE
Cyberpunk: Edgerunners,48945,Action|Anime|Science-Fiction,"In a dystopia riddled with corruption and cybernetic implants, a talented but reckless street kid strives to become a mercenary outlaw — an edgerunner.",,25,44817,Japanese,Ended,Japan,7.6,,95,Animation,Kenn|Aoi Yūki|Takako Honda|Yasuyuki Kase|Tomoyo Kurosawa|Kenjiro Tsuda|Kazuhiko Inoue|Hiroki Touchi|Michiko Kaiden|Wataru Takagi|Yurika Hino,David Martinez|Lucy|Kiwi|Falco|Rebecca|Ripperdoc|Faraday|Maine|Dorio|Pilar|Gloria Martinez,,10,4,1,2023,105248,"In a dystopia riddled with corruption and cybernetic implants, a talented but reckless street kid strives to become a mercenary outlaw — an edgerunner.",Just keep running.,https://image.tmdb.org/t/p/w500/7jSWOc6jWSw5hZ78HB8Hw3pJxuk.jpg,https://image.tmdb.org/t/p/w500/aQJW88GolybGrVqzIC2hI6coUr.jpg,8.481,1648,2022-09-13,2022-09-13,2,11,COMPLETE
Jujutsu Kaisen,48450,Action|Horror|Supernatural,"Yuji Itadori is a boy with tremendous physical strength, though he lives a completely ordinary high school life. One day, to save a classmate who has been attacked by curses, he eats the finger of Ryomen Sukuna, taking the curse into his own soul. From then on, he shares one body with Ryomen Sukuna. Guided by the most powerful of sorcerers, Satoru Gojo, Itadori is admitted to Tokyo Jujutsu High School, an organization that fights the curses... and thus begins the heroic tale of a boy who became a curse to exorcise a curse, a life from which he could never turn back.",30,30,44106,Japanese,Running,Japan,7.8,,94,Animation,Junya Enoki|Yūma Uchida|Yuichi Nakamura|Asami Seto|Junichi Suwabe,Yūji Itadori|Megumi Fushiguro|Satoru Gojō|Nobara Kugisaki|Ryomen Sakuna,,47,4,1,2023,95479,"Yuji Itadori is a boy with tremendous physical strength, though he lives a completely ordinary high school life. One day, to save a classmate who has been attacked by curses, he eats the finger of Ryomen Sukuna, taking the curse into his own soul. From then on, he shares one body with Ryomen Sukuna. Guided by the most powerful of sorcerers, Satoru Gojo, Itadori is admitted to Tokyo Jujutsu High School, an organization that fights the curses... and thus begins the heroic tale of a boy who became a curse to exorcise a curse, a life from which he could never turn back.","A boy fights... for ""the right death.""",https://image.tmdb.org/t/p/w500/fHpKWq9ayzSk8nSwqRuaAUemRKh.jpg,https://image.tmdb.org/t/p/w500/gmECX1DvFgdUPjtio2zaL8BPYPu.jpg,8.6,4063,2020-10-03,2023-12-28,1,50,COMPLETE
Gen V,62998,Comedy|Action|Science-Fiction,"At America's only college for superheroes, gifted students put their moral boundaries to the test, competing for the university's top ranking, and a chance to join The Seven, Vought International's elite superhero team. When the school's dark secrets come to light, they must decide what kind of heroes they want to become.",,47,45198,English,Running,United States,7.3,,100,Scripted,Lizze Broadway|Jaz Sinclair|Chance Perdomo|Maddie Phillips|London Thor|Derek Luh|Asa Germann|Shelley Conn,Emma Meyer|Marie Moreau|Andre Anderson|Cate Dunlap|Jordan Li (female form)|Jordan Li (male form)|Sam Riordan|Indira Shetty,Eric Kripke|Eric Kripke|Tara Butters|Michele Fazekas|Craig Robinson|Pavun Shetty|Seth Rogen|Aisha Porter-Christie|Zak Schwartz|Brant Englestein|Layton Morrison|Neal H. Moritz|Evan Goldberg|Evan Goldberg|Matthew Davies|Eric Dawson|Carol Kritzer|Robert J. Ulrich|Mark Relyea|Christopher Lennertz|Nelson Cragg|Jenny Lewis|Sara Kay|Garth Ennis|Garth Ennis|Jason Netter|Ori Marmur|Craig Rosenberg|Ken F. Levin|Michael Marshall|Colin Penman|David Kaldor|David Kaldor|Judalina Neira|Alexandra Fehrman|Michaela Starr|Jessica Chou|Yvette Metoyer|Christopher Brooks|Michelle Johnson|Lisa Kussner|Sarah Carbiener|Erica Rosbe|Darick Robertson|Darick Robertson|Laura Jean Shannon|James Weaver|Lauren Greer|Lex Edness|Loreli Alba Alanís|Chelsea Grate|Brent Kiser|Gabriel Garcia|Nick Barucci|Stephan Fleet|Jackie Davies|Wei-Ning Yu|Matt Bowen|Greg Edmunds|Ani Baravyan|Vair MacPhee|Rich Weingart|Jett Garrison|Laura Montgomery|Nicole Rizzo|Gabby Grantham|Lisa Donner|Anjona Ghosh|Anna Obropta|Karen Heston|Etheline Joseph,16,4,1,2023,205715,"At America's only college for superheroes, gifted students put their moral boundaries to the test, competing for the university's top ranking, and a chance to join The Seven, Vought International's elite superhero team. When the school's dark secrets come to light, they must decide what kind of heroes they want to become.",A university like you've never seen it before.,https://image.tmdb.org/t/p/w500/tEv842Nd5uMSavURG4aQO1pNtst.jpg,https://image.tmdb.org/t/p/w500/tldMHeR7UnihV5ffrxxM8cDhbtT.jpg,7.709,1291,2023-09-28,2025-10-22,2,16,COMPLETE
Scott Pilgrim Takes Off,67794,Comedy|Action|Anime,"Scott Pilgrim meets the girl of his dreams, Ramona Flowers, only to find out her seven evil exes stand in the way of their love.",,27,45247,English,Ended,United States,7,,94,Animation,Mary Elizabeth Winstead|Kieran Culkin|Chris Evans|Anna Kendrick|Brie Larson|Alison Pill|Aubrey Plaza|Jason Schwartzman|Johnny Simmons|Mae Whitman|Michael Cera|Satya Bhabha|Brandon Routh|Mark Webber|Ellen Wong,Ramona Flowers|Wallace Wells|Lucas Lee|Stacey Pilgrim|Envy Adams|Kim Pine|Julie Powers|Gideon Graves|Young Neil|Roxie|Scott Pilgrim|Matthew Patel|Todd Ingram|Stephen Stills|Knives Chau,Michael Bacall|Nira Park|Satoshi Hashimoto|Joseph Trapanese|Edgar Wright|BenDavid Grabinski|BenDavid Grabinski|Kohei Obara|Un-Young Choi|Bryan Lee O'Malley|Bryan Lee O'Malley|Anamanaguchi|Shuhei Handa|Masamichi Ishiyama|Shoko Nishigaki|Takayuki Kotani|Narumi Konno|Keisuke Yanagi|Eriko Kimura|Takuya Fujikura|Marc Platt|Adam Siegel|Jared Leboff|Dylan Thomas|Kohei Sakita,8,5,1,2023,155292,"Scott Pilgrim meets the girl of his dreams, Ramona Flowers, only to find out her seven evil exes stand in the way of their love.",The Scott Pilgrim story like you've never seen it before!,https://image.tmdb.org/t/p/w500/nHROk2C6bv8LqtvyYd0tCMURbxC.jpg,https://image.tmdb.org/t/p/w500/gUJzW87AXPqb4LVMJx3qQ5VWILP.jpg,8.0,365,2023-11-17,2023-11-17,1,8,COMPLETE
Blue Eye Samurai,51112,Drama|Action,"Driven by a dream of revenge against those who made her an outcast in Edo-period Japan, a young warrior cuts a bloody path toward her destiny.",,47,45233,English,Running,United States,8.5,,98,Animation,Maya Erskine|George Takei|Masi Oka|Randall Park|Brenda Song|Darren Barnet|Kenneth Branagh|Cary-Hiroyuki Tagawa,Mizu|Seki|Ringo|Heiji Shindo|Akemi|Taigen|Abijah Fowler|The Swordmaker,Michael Green|Michael Green|Erwin Stoff|Amber Noizumi|Amber Noizumi|Jane Wu,8,5,1,2023,225180,"Driven by a dream of revenge against those who made her an outcast in Edo-period Japan, a young warrior cuts a bloody path toward her destiny.",,https://image.tmdb.org/t/p/w500/fXm3JT4WLQVnwukdvghtAblc1wc.jpg,https://image.tmdb.org/t/p/w500/oCMZpwLBcb3dnRuzEKWNWrw1tHz.jpg,8.495,674,2023-11-03,2023-11-03,2,8,COMPLETE
Fallout,49041,Drama|Action|Science-Fiction,"The story of haves and have-nots in a world in which there's almost nothing left to have. 200 years after the apocalypse, the gentle denizens of luxury fallout shelters are forced to return to the irradiated hellscape their ancestors left behind — and are shocked to discover an incredibly complex, gleefully weird, and highly violent universe waiting for them.",,59,45392,English,Running,United States,7.8,,100,Scripted,Ella Purnell|Walton Goggins|Aaron Moten|Moises Arias|Kyle MacLachlan|Xelia Mendes-Jones,Lucy MacLean|The Ghoul / Cooper Howard|Maximus|Norm MacLean|Overseer Hank MacLean|Dane,Jonathan Nolan|Athena Wickham|Graham Wagner|Graham Wagner|Lisa Joy|James Altman|Geneva Robertson-Dworet|Geneva Robertson-Dworet|Todd Howard,8,4,1,2023,106379,"The story of haves and have-nots in a world in which there's almost nothing left to have. 200 years after the apocalypse, the gentle denizens of luxury fallout shelters are forced to return to the irradiated hellscape their ancestors left behind — and are shocked to discover an incredibly complex, gleefully weird, and highly violent universe waiting for them.",Let the end times roll.,https://image.tmdb.org/t/p/w500/c15BtJxCXMrISLVmysdsnZUPQft.jpg,https://image.tmdb.org/t/p/w500/cIgHBLTMbcIkS0yvIrUUVVKLdOz.jpg,8.177,2268,2024-04-10,2025-12-24,2,16,COMPLETE
X-Men '97,58951,Action|Science-Fiction,"The X-Men, a band of mutants who use their uncanny gifts to protect a world that hates and fears them, are challenged like never before, forced to face a dangerous and unexpected new future.",,34,45371,English,Running,United States,8.2,,97,Animation,Cal Dodd|George Buza|Alison Sealy-Smith|Jennifer Hale|Ray Chase|JP Karliak|Holly Chou|Lenore Zann|Matthew Waterson|Ross Marquand|A.J. LoCascio|Isaac Robinson-Smith|Adrian Hough,Wolverine|The Beast|Storm|Jean Grey|Cyclops|Morph|Jubilee|Rogue|Magneto|Professor X|Gambit|Bishop|Nightcrawler,Stan Lee|Avi Arad|Sean Gantka|Haim Saban|Shuki Levy|Louis D'Esposito|Kevin Feige|Beau DeMayo|Jake Castorena|Jake Castorena|Meredith Layne|Jack Kirby|The Newton Brothers|Scott R. Lewis|Larry Houston|Larry Houston|Eric Lewald|Julia Lewald|Justine von Winterfeldt|Victoria Alonso|Dave Jordan|Brad Winderbaum|Charley Feldman|Ryan Meinerding|Ryan Meinerding|Dana Vasquez-Eberhardt|Danielle Costa|Alex Scharf|Anele Onyekwere|Anele Onyekwere|Jeremy Polgar|Michelle McMillan|Anthony Go Wu|Jon Goldsmith|Jonathan Greber|Evan Jacobs|Roger Oda|Asher Lewis,10,5,1,2023,138502,"The X-Men, a band of mutants who use their uncanny gifts to protect a world that hates and fears them, are challenged like never before, forced to face a dangerous and unexpected new future.",New episodes. New era.,https://image.tmdb.org/t/p/w500/9Ycz7yYRf9V4jk3YXwcZhFtbNcF.jpg,https://image.tmdb.org/t/p/w500/iDnTAeR2WNA62XQG0ivtteDSjd5.jpg,8.54,608,2024-03-20,2024-05-15,1,10,COMPLETE
Echo,58950,Drama|Science-Fiction,"Pursued by Wilson Fisk's criminal empire, Maya's journey brings her home and she must confront her own family and legacy.",,41,45300,English,Ended,United States,6.3,,99,Scripted,Alaqua Cox|Devery Jacobs|Graham Greene|Cody Lightning|Chaske Spencer|Tantoo Cardinal|Vincent D'Onofrio|Zahn McClarnon|Charlie Cox,Maya Lopez / Echo|Bonnie|Skully|Biscuits|Henry Black Crow Lopez|Chula Battiest|Wilson Fisk / Kingpin|William Lopez|Daredevil,Amy Rardin|Louis D'Esposito|Kevin Feige|Etan Cohen|Etan Cohen|Jason Gavin|Sydney Freeland|Christina King|Victoria Alonso|Brad Winderbaum|Stephen Broussard|Emily Cohen|Emily Cohen|Richie Palmer|Marion Dayre|Jennifer Booth,5,3,1,2023,122226,"Pursued by Wilson Fisk's criminal empire, Maya's journey brings her home and she must confront her own family and legacy.",No bad deed goes unpunished.,https://image.tmdb.org/t/p/w500/vFyJH630cF68LohVYjQW49074Sy.jpg,https://image.tmdb.org/t/p/w500/u3ySnWqSjM3jedYgJZTR7RWRDDm.jpg,6.1,573,2024-01-09,2024-01-09,1,5,COMPLETE
Secret Invasion,52352,Action|Science-Fiction|Espionage,Nick Fury and Talos discover a faction of shapeshifting Skrulls who have been infiltrating Earth for years.,,44,45098,English,Ended,United States,6.4,,97,Scripted,Samuel L. Jackson|Kingsley Ben-Adir|Emilia Clarke|Don Cheadle|Ben Mendelsohn|Killian Scott|Olivia Colman|Sam Adewunmi|Charlayne Woodard|Katie Finneran|Dermot Mulroney|Christopher McDonald|Richard Dormer,"Nick Fury|Gravik|G'iah|James ""Rhodey"" Rhodes|Talos|Pagon|Sonya Falsworth|Beto|Priscilla Fury|Dr. Rosa Dalton|President Ritson|Chris Stearns|Agent Prescod",Samuel L. Jackson|Ali Selim|Grainne Godfree|Kyle Bradstreet|Kyle Bradstreet|Brant Englestein|Louis D'Esposito|Kevin Feige|Wendy Riss Gatsiounis|Remi Adefarasin|Cáit Collins|Kris Bowers|Michael Bhim|Scott R. Lewis|Pete Beaudreau|Richard Graves|Sarah Halley Finn|Sarah Halley Finn|Chris Gary|Meghan Certo|Jovan Robinson|Frank Walsh|Eben Bolter|Trygge Toven|Haleema Mirza|Claire Anderson|Jennifer Muro|Victoria Alonso|Dave Jordan|Brad Winderbaum|Jason B. Stamey|Stephanie Lowry|Roxanne Paredes|Aislinn Ní Chuinneagáin|Jon Borland|Jennifer Booth|Anele Onyekwere|Reg Poerscout-Edgerton|Lillie Jeffrey|Georgina Street|Aharon Bourland|Samuel Sharpe|Donald Bentley|Allana Williams|Brian Tucker|Jonathan Schwartz|Aaron Rabin|Cat Vasko|Jonny Hirschbein|Beto Dantas|Matt McRee|Pascal Garneau|Devaughn Watts|Tien Nguyen|Suzi Long|Suzi Long,6,1,1,2023,114472,Nick Fury and Talos discover a faction of shapeshifting Skrulls who have been infiltrating Earth for years.,Who do you trust?,https://image.tmdb.org/t/p/w500/f5ZMzzCvt2IzVDxr54gHPv9jlC9.jpg,https://image.tmdb.org/t/p/w500/6mOK9j99OFlxGc3ird2jWUeUha9.jpg,6.5,1302,2023-06-21,2023-07-26,1,6,COMPLETE
She-Hulk: Attorney at Law,43517,Comedy|Science-Fiction,"Jennifer Walters navigates the complicated life of a single, 30-something attorney who also happens to be a green 6-foot-7-inch superpowered hulk.",,33,44791,English,Ended,United States,6.3,,96,Scripted,Tatiana Maslany|Ginger Gonzaga|Renée Elise Goldsberry|Jameela Jamil|Josh Segarra|Steve Coulter|Tim Roth|Jon Bass|Drew Matthews|Mark Linn-Baker|Tess Malis Kincaid|Griffin Matthews|Brandon Stanley|Megan Thee Stallion|Rhys Coiro|Patti Harrison,"Jennifer Walters / She-Hulk|Nikki Ramos|Mallory Book|Titania|Augustus ""Pug"" Pugliese|Holden Holliway|Emil Blonsky / The Abomination|Todd Phelps|Dennis Bukowski|Morris Walters|Elaine Walters|Luke Jacobson|Eugene Patilio / Leapfrog|Megan Thee Stallion|Donny Blaze|Lulu",Monique Ganderton|Kat Coiro|Jessica Gao|Jessica Gao|Brice R. Parker|Louis D'Esposito|Kevin Feige|Zeb Wells|Trish Stanard|Paul Jennings|Karol Urban|Tim Roche|Florian Ballhaus|Melissa Hunter|Mona Sumibcay|Richard Graves|Sarah Halley Finn|Sarah Halley Finn|Francesca Gailes|Kara Brown|Amie Doherty|Barbara Curry|Jamie Gross|Dana Schwartz|Justine von Winterfeldt|Victoria Alonso|Dave Jordan|Jason Tamez|Zene Baker|Jacqueline Gailes|Brad Winderbaum|Jason B. Stamey|Joann Connolly|Dadi Einarsson|Jennifer Booth|Wendy Jacobson|Wendy Jacobson|Elena Albanese|Stacey Schroeder|Victor Ho|Ann Foley|Shannon Justison|Janelle Croshaw Ralla|Beverly Abbott|Cody Ziglar|Mac Smith|Pete Horner|Doug Chamberlain|David Sardi,9,2,1,2023,92783,"Jennifer Walters navigates the complicated life of a single, 30-something attorney who also happens to be a green 6-foot-7-inch superpowered hulk.",You'll like her when she's angry.,https://image.tmdb.org/t/p/w500/hJfI6AGrmr4uSHRccfJuSsapvOb.jpg,https://image.tmdb.org/t/p/w500/eljErfkQUcFUgQkI4I1soZcH8MW.jpg,6.1,2410,2022-08-18,2022-10-13,1,9,COMPLETE
